"COMPANY NAME","SECURITY TYPE","ISSUE PRICE","Symbol","ISSUE START DATE","ISSUE END DATE","PRICE RANGE","DATE OF LISTING"
"Tata Capital Housing Finance Limited","N0","######","735TCHFL35","07-JAN-2020","08-JAN-2020","Rs.1000","29-OCT-2025"
"Tata Capital Housing Finance Limited","N0","######","735TCHFL35","07-JAN-2020","08-JAN-2020","Rs.1000","29-OCT-2025"
"Shriram Transport Finance Company Limited","DEBT","-","SNCD9T2","06-JAN-2020","22-JAN-2020","Rs.1000","-"
"Shriram Transport Finance Company Limited","DEBT","-","SNCD9T2","06-JAN-2020","22-JAN-2020","Rs.1000","-"
"Vaxtex Cotfab Limited","SME","24","VCL","27-DEC-2019","03-JAN-2020","24","13-JAN-2020"
"Prince Pipes and Fittings Limited","EQ","   178","PRINCEPIPE","18-DEC-2019","20-DEC-2019","Rs.177 to Rs.178","30-DEC-2019"
"L&T Finance Limited","N0","######","72190LTFL2","16-DEC-2019","17-DEC-2019","Rs.1000","14-OCT-2025"
"L&T Finance Limited","N0","######","72190LTFL2","16-DEC-2019","17-DEC-2019","Rs.1000","14-OCT-2025"
"DC Infotech and Communication Limited","SME","45","DCI","12-DEC-2019","18-DEC-2019","45","27-DEC-2019"
"Ujjivan Small Finance Bank Limited","EQ","    37","UJJIVANSFB","02-DEC-2019","04-DEC-2019","Rs.36 to Rs.37","12-DEC-2019"
"Ascom Leasing & Investments Limited","SME","30","ASCOM","26-NOV-2019","28-NOV-2019","30","-"
"CSB Bank Limited","EQ","   195","CSBBANK","22-NOV-2019","26-NOV-2019","Rs.193 to Rs.195","04-DEC-2019"
"Mangalam Global Enterprise Limited","SME","41","MGEL","15-NOV-2019","20-NOV-2019","51","23-DEC-2020"
"Indian Railway Catering and Tourism Corporation Limited","EQ","   320","IRCTC","30-SEP-2019","03-OCT-2019","Rs.315 to Rs.320","14-OCT-2019"
"Vishwaraj Sugar Industries Limited","BE","    60","VISHWARAJ","30-SEP-2019","04-OCT-2019","Rs.55 to Rs.60","15-OCT-2019"
"Vishwaraj Sugar Industries Limited","BE","    60","VISHWARAJ","30-SEP-2019","04-OCT-2019","Rs.55 to Rs.60","15-OCT-2019"
"Sona Hi Sona Jewellers (Gujarat) Limited","SME","10","SONAHISONA","30-SEP-2019","04-OCT-2019","10","-"
"Shiv Aum Steels Limited","SME","300","SHIVAUM","19-SEP-2019","23-SEP-2019","44","14-NOV-2025"
"Salasar Exteriors And Contour Limited","SME","36","SECL","28-AUG-2019","03-SEP-2019","36","12-SEP-2019"
"Tata Capital Financial Services Ltd","DEBT","-","TCFNCD2","13-AUG-2019","20-AUG-2019","Rs.1000","-"
"Tata Capital Financial Services Ltd","DEBT","-","TCFNCD2","13-AUG-2019","20-AUG-2019","Rs.1000","-"
"India Infoline Finance Limited","NL","  1000","IIFLFIN","06-AUG-2019","30-AUG-2019","Rs.1000","09-SEP-2019"
"Sterling & Wilson Solar Limited","EQ","-","SWSL","06-AUG-2019","08-AUG-2019","Rs.775 to Rs.780","-"
"India Infoline Finance Limited","NL","  1000","IIFLFIN","06-AUG-2019","30-AUG-2019","Rs.1000","09-SEP-2019"
"Spandana Sphoorty Financial Limited","E1","   115","SSFLPP","05-AUG-2019","07-AUG-2019","Rs.853 to Rs.856","18-AUG-2025"
"Spandana Sphoorty Financial Limited","E1","   115","SSFLPP","05-AUG-2019","07-AUG-2019","Rs.853 to Rs.856","18-AUG-2025"
"Indiabulls Consumer Finance Limited","NM","  1000","ICFL","31-JUL-2019","30-AUG-2019","Rs.1000","11-SEP-2019"
"Indiabulls Consumer Finance Limited","NM","  1000","ICFL","31-JUL-2019","30-AUG-2019","Rs.1000","11-SEP-2019"
"Affle India Limited","EQ","   745","AFFLE","29-JUL-2019","31-JUL-2019","Rs.740 to Rs.745","08-AUG-2019"
"Wonder Fibromats Limited","SME","89","WFL","22-JUL-2019","29-JUL-2019","90","06-AUG-2019"
"Shriram Transport Finance Company Limited","ZB","  1000","SRTRANSFIN","17-JUL-2019","16-AUG-2019","Rs.1000","26-AUG-2019"
"Shriram Transport Finance Company Limited","ZB","  1000","SRTRANSFIN","17-JUL-2019","16-AUG-2019","Rs.1000","26-AUG-2019"
"K.P.R. Agrochem Limited","EQ","-","KPRAGRO","28-JUN-2019","02-JUL-2019","Rs 59 to Rs 61","-"
"AB Infrabuild Limited","SME","29","ABINFRA","28-JUN-2019","03-JUL-2019","29","-"
"IndiaMART InterMESH Limited","EQ","   973","INDIAMART","24-JUN-2019","26-JUN-2019","Rs 970 to Rs 973","04-JUL-2019"
"Alumilite Architecturals Limited","SME","30","ALUMILITE","24-JUN-2019","28-JUN-2019","30","-"
"Sudarshan Pharma Industries Limited","SME","72","SUDARSHAN","12-JUN-2019","21-JUN-2019","72","-"
"Indiabulls Consumer Finance Limited","NM","  1000","ICFL","30-MAY-2019","21-JUN-2019","Rs 1000","11-SEP-2019"
"Indiabulls Consumer Finance Limited","NM","  1000","ICFL","30-MAY-2019","21-JUN-2019","Rs 1000","11-SEP-2019"
"Par Drugs and Chemicals Limited","SME","124","PAR","03-MAY-2019","08-MAY-2019","51","16-SEP-2021"
"Neogen Chemicals Limited","BE","   215","NEOGEN","24-APR-2019","26-APR-2019","Rs 212 to Rs 215","08-MAY-2019"
"Neogen Chemicals Limited","BE","   215","NEOGEN","24-APR-2019","26-APR-2019","Rs 212 to Rs 215","08-MAY-2019"
"Magma Fincorp Limited","N7","  1000","MAGMA","08-APR-2019","30-APR-2019","Rs.1000","09-MAY-2019"
"L&T Finance Limited","N0","######","72190LTFL2","08-APR-2019","09-APR-2019","Rs.1000","14-OCT-2025"
"Magma Fincorp Limited","N7","  1000","MAGMA","08-APR-2019","30-APR-2019","Rs.1000","09-MAY-2019"
"L&T Finance Limited","N0","######","72190LTFL2","08-APR-2019","09-APR-2019","Rs.1000","14-OCT-2025"
"Polycab India Limited","EQ","   538","POLYCAB","05-APR-2019","09-APR-2019","Rs 533 to Rs 538","16-APR-2019"
"Metropolis Healthcare Limited","EQ","   880","METROPOLIS","03-APR-2019","05-APR-2019","Rs 877 to Rs 880","15-APR-2019"
"Rail Vikas Nigam Limited","EQ","    19","RVNL","29-MAR-2019","03-APR-2019","Rs 17 to Rs 19","11-APR-2019"
"OSIA Hyper Retail Limited","SME","295","OSIAHYPER","26-MAR-2019","28-MAR-2019","252","01-DEC-2022"
"KHFM Hospitality and Facility Management Serv Ltd","SME","36","KHFM","22-MAR-2019","04-APR-2019","36","12-APR-2019"
"Embassy Office Parks REIT","RR","   300","EMBASSY","18-MAR-2019","20-MAR-2019","Rs 299 to Rs 300","01-APR-2019"
"Embassy Office Parks REIT","RR","   300","EMBASSY","18-MAR-2019","20-MAR-2019","Rs 299 to Rs 300","01-APR-2019"
"Artedz Fabs Limited","SME","36","ARTEDZ","18-MAR-2019","20-MAR-2019","34 to 36","29-MAR-2019"
"MSTC Limited","EQ","   120","MSTCLTD","13-MAR-2019","20-MAR-2019","Rs 120 to Rs 128","29-MAR-2019"
"L&T Finance Limited","N0","######","72190LTFL2","06-MAR-2019","07-MAR-2019","Rs.1000","14-OCT-2025"
"L&T Finance Limited","N0","######","72190LTFL2","06-MAR-2019","07-MAR-2019","Rs.1000","14-OCT-2025"
"Mindpool Technologies Limited","SME","30","MINDPOOL","14-FEB-2019","20-FEB-2019","30","28-FEB-2019"
"Indiabulls Consumer Finance Limited","NM","  1000","ICFL","04-FEB-2019","01-MAR-2019","Rs.1000","11-SEP-2019"
"Indiabulls Consumer Finance Limited","NM","  1000","ICFL","04-FEB-2019","01-MAR-2019","Rs.1000","11-SEP-2019"
"Chalet Hotels Limited","EQ","   280","CHALET","29-JAN-2019","31-JAN-2019","Rs.275 to Rs.280","07-FEB-2019"
"Surani Steel Tubes Limited","SME","52","SURANI","25-JAN-2019","29-JAN-2019","51 to 52","06-FEB-2019"
"Xelpmoc Design and Tech Limited","BE","    66","XELPMOC","23-JAN-2019","25-JAN-2019","Rs.62 to Rs.66","04-FEB-2019"
"Xelpmoc Design and Tech Limited","BE","    66","XELPMOC","23-JAN-2019","25-JAN-2019","Rs.62 to Rs.66","04-FEB-2019"
"India Infoline Finance Limited","NL","  1000","IIFLFIN","22-JAN-2019","01-FEB-2019","Rs.1000","09-SEP-2019"
"India Infoline Finance Limited","NL","  1000","IIFLFIN","22-JAN-2019","01-FEB-2019","Rs.1000","09-SEP-2019"
"Shriram Transport Finance Company Limited","ZB","  1000","SRTRANSFIN","07-JAN-2019","31-JAN-2019","Rs.1000","26-AUG-2019"
"Shriram Transport Finance Company Limited","ZB","  1000","SRTRANSFIN","07-JAN-2019","31-JAN-2019","Rs.1000","26-AUG-2019"
"ECL Finance Limited","NP","  1000","ECLFINANCE","13-DEC-2018","31-DEC-2018","Rs.1000","08-JAN-2019"
"ECL Finance Limited","NP","  1000","ECLFINANCE","13-DEC-2018","31-DEC-2018","Rs.1000","08-JAN-2019"
"DRS Dilip Roadlines Limited","SME","75","DRSDILIP","27-NOV-2018","30-NOV-2018","75","10-DEC-2018"
"Shubhlaxmi Jewel Art Limited","SME","26","SHUBHLAXMI","22-NOV-2018","27-NOV-2018","26","04-DEC-2018"
"ICL Multitrading India Limited","SME","85","ICL","19-NOV-2018","03-DEC-2018","85","-"
"Shriram Transport Finance Company Limited","ZB","  1000","SRTRANSFIN","15-OCT-2018","29-OCT-2018","Rs.1000","26-AUG-2019"
"Shriram Transport Finance Company Limited","ZB","  1000","SRTRANSFIN","15-OCT-2018","29-OCT-2018","Rs.1000","26-AUG-2019"
"Ultra Wiring Connectivity System Limited","SME","35","UWCSL","12-OCT-2018","17-OCT-2018","35","26-OCT-2018"
"Iris Clothings Limited","SME","60","IRISDOREME","10-OCT-2018","12-OCT-2018","90","22-FEB-2021"
"Dinesh Engineers Limited","EQ","-","DEPL","28-SEP-2018","03-OCT-2018","Rs 183 to Rs 185","-"
"Marine Electricals (India) Limited","SME","191.05","MARINE","28-SEP-2018","03-OCT-2018","64 to 66","02-DEC-2020"
"Vinny Overseas Limited","SME","80","VINNY","28-SEP-2018","03-OCT-2018","40","28-NOV-2022"
"B&B Triplewall Containers Limited","SME","230","BBTCL","28-SEP-2018","05-OCT-2018","36","23-NOV-2022"
"Silgo Retail Limited","SME","41","SILGO","27-SEP-2018","03-OCT-2018","36","03-MAR-2021"
"Kritika Wires Limited","SME","40","KRITIKA","26-SEP-2018","01-OCT-2018","32","04-MAY-2022"
"Parin Furniture Limited","SME","63","PARIN","26-SEP-2018","28-SEP-2018","60 to 63","09-OCT-2018"
"Aavas Financiers Limited","EQ","   821","AAVAS","25-SEP-2018","27-SEP-2018","Rs 818 to Rs 821","08-OCT-2018"
"Garden Reach Shipbuilders & Engineers Limited","EQ","   118","GRSE","24-SEP-2018","01-OCT-2018","Rs 114 to Rs 118","10-OCT-2018"
"Rajnandini Metal Limited","SME","31.05","RAJMET","24-SEP-2018","27-SEP-2018","26","16-FEB-2021"
"Kshitij Polyline Limited","SME","31","KSHITIJPOL","21-SEP-2018","27-SEP-2018","35","27-JUL-2022"
"Ircon International Limited","EQ","   475","IRCON","17-SEP-2018","19-SEP-2018","Rs 470 to Rs 475","28-SEP-2018"
"Spectrum Electrical Industries Limited","SME","1833","SPECTRUM","17-SEP-2018","21-SEP-2018","65","28-MAR-2025"
"Indiabulls Commercial Credit Limited","NZ","  1000","IBUCCREDIT","11-SEP-2018","14-SEP-2018","Rs.1000","27-APR-2023"
"Indiabulls Commercial Credit Limited","NZ","  1000","IBUCCREDIT","11-SEP-2018","14-SEP-2018","Rs.1000","27-APR-2023"
"Ahlada Engineers Limited","SME","69.5","AHLADA","11-SEP-2018","18-SEP-2018","147 to 150","28-JAN-2021"
"Tata Capital Financial Services Limited","YD","######","TCFSL","10-SEP-2018","18-SEP-2018","Rs.1000","12-DEC-2023"
"Tata Capital Financial Services Limited","YD","######","TCFSL","10-SEP-2018","18-SEP-2018","Rs.1000","12-DEC-2023"
"Rajshree Polypack Limited","SME","119 to 121","RPPL","10-SEP-2018","12-SEP-2018","119 to 121","24-SEP-2018"
"AKG Exim Limited","SME","93.3","AKG","10-SEP-2018","14-SEP-2018","31","16-FEB-2021"
"Lagnam Spintex Limited","SME","41","LAGNAM","04-SEP-2018","07-SEP-2018","41","30-SEP-2021"
"Sumit Woods Limited","SME","23.85","SUMIT","29-AUG-2018","31-AUG-2018","Rs 43 to Rs 45","30-JUL-2019"
"Marshall Machines Limited","SME","33","MARSHALL","28-AUG-2018","30-AUG-2018","42","22-NOV-2021"
"Supreme Engineering Limited","SME","23","SUPREMEENG","24-AUG-2018","29-AUG-2018","Rs 27 to Rs 32","04-DEC-2020"
"Dangee Dums Limited","SME","92","DANGEE","20-AUG-2018","24-AUG-2018","74","13-NOV-2020"
"Aaron Industries Limited","SME","27","AARON","20-AUG-2018","24-AUG-2018","38","06-NOV-2020"
"Powerful Technologies Limited","SME","51","POWERFUL","09-AUG-2018","17-AUG-2018","51","28-AUG-2018"
"CreditAccess Grameen Limited","NE","  1000","CREDITACC","08-AUG-2018","10-AUG-2018","Rs 418 to Rs 422","11-SEP-2023"
"CreditAccess Grameen Limited","NE","  1000","CREDITACC","08-AUG-2018","10-AUG-2018","Rs 418 to Rs 422","11-SEP-2023"
"Saketh Exim Limited","SME","69","SAKETH","01-AUG-2018","03-AUG-2018","69","13-AUG-2018"
"HDFC Asset Management Company Limited","EQ","  1100","HDFCAMC","25-JUL-2018","27-JUL-2018","Rs.1095 to Rs.1100","06-AUG-2018"
"ECL Finance Limited","NP","  1000","ECLFINANCE","24-JUL-2018","26-JUL-2018","Rs.1000","08-JAN-2019"
"ECL Finance Limited","NP","  1000","ECLFINANCE","24-JUL-2018","26-JUL-2018","Rs.1000","08-JAN-2019"
"Ushanti Colour Chem Limited","SME","60","UCL","23-JUL-2018","25-JUL-2018","60","02-AUG-2018"
"TCNS Clothing Co. Limited","EQ","   716","TCNSBRANDS","18-JUL-2018","20-JUL-2018","Rs.714 to Rs.716","30-JUL-2018"
"Avon Moldplast Limited","SME","51","AVONMPL","12-JUL-2018","18-JUL-2018","51","26-JUL-2018"
"Ambani Organics Limited","SME","66","AMBANIORG","06-JUL-2018","10-JUL-2018","66","18-JUL-2018"
"Rudrabhishek Enterprises Limited","SME","96","REPL","29-JUN-2018","05-JUL-2018","41","14-DEC-2020"
"Jakharia Fabric Limited","SME","180","JAKHARIA","29-JUN-2018","03-JUL-2018","180","11-JUL-2018"
"Ganga Forging Limited","SME","93","GANGAFORGE","29-JUN-2018","03-JUL-2018","21","06-JUL-2021"
"Shriram Transport Finance Company Limited - NCD 8","DEBT","-","STFNCD8","27-JUN-2018","03-JUL-2018","Rs 1000","-"
"Shriram Transport Finance Company Limited - NCD 8","DEBT","-","STFNCD8","27-JUN-2018","03-JUL-2018","Rs 1000","-"
"Varroc Engineering Limited","EQ","   967","VARROC","26-JUN-2018","28-JUN-2018","Rs 965 to Rs 967","06-JUL-2018"
"Bright Solar Limited","SME","36","BRIGHT","26-JUN-2018","29-JUN-2018","36","09-JUL-2018"
"RITES Limited","EQ","   185","RITES","20-JUN-2018","22-JUN-2018","Rs 180 to Rs 185","02-JUL-2018"
"Fine Organic Industries Limited","EQ","   783","FINEORG","20-JUN-2018","22-JUN-2018","Rs 780 to Rs 783","02-JUL-2018"
"Accuracy Shipping Limited","SME","27","ACCURACY","11-JUN-2018","14-JUN-2018","81 to 84","11-DEC-2020"
"Priti International Limited","SME","66","PRITI","11-JUN-2018","13-JUN-2018","75","02-MAR-2022"
"Shreeoswal Seeds and Chemicals Limited","SME","348","OSWALSEEDS","07-JUN-2018","12-JUN-2018","25 to 26","28-FEB-2023"
"Sonam Clock Limited","SME","75","SONAMCLOCK","01-JUN-2018","06-JUN-2018","36","07-APR-2022"
"Sorich Foils Limited","SME","16","SORICH","24-MAY-2018","25-MAY-2018","16","-"
"Debock Sales and Marketing Limited","SME","20","DSML","24-MAY-2018","28-MAY-2018","20","05-JUN-2018"
"Latteys Industries Limited","SME","35","LATTEYS","23-MAY-2018","28-MAY-2018","66","23-MAY-2023"
"Shree Vasu Logistics Limited","SME","127","SVLL","23-MAY-2018","25-MAY-2018","45","21-APR-2023"
"Dewan Housing Finance Corporation Limited","NZ","  1000","DHFL","22-MAY-2018","24-MAY-2018","Rs 1000","06-JUN-2018"
"Dewan Housing Finance Corporation Limited","NZ","  1000","DHFL","22-MAY-2018","24-MAY-2018","Rs 1000","06-JUN-2018"
"Suumaya Lifestyle Limited","SME","55","SUULD","22-MAY-2018","25-MAY-2018","18","19-OCT-2020"
"Sirca Paints India Limited","SME","202","SIRCA","16-MAY-2018","22-MAY-2018","151 to 160","22-JUL-2019"
"IndoStar Capital Finance Limited","EQ","   572","INDOSTAR","09-MAY-2018","11-MAY-2018","Rs 570 to Rs 572","21-MAY-2018"
"Five Core Electronics Limited","SME","140","FIVECORE","09-MAY-2018","11-MAY-2018","140","21-MAY-2018"
"E2E Networks Limited","SME","124","E2E","03-MAY-2018","07-MAY-2018","57","12-APR-2022"
"SoftTech Engineers Limited","SME","131","SOFTTECH","27-APR-2018","03-MAY-2018","78 to 80","25-FEB-2022"
"Godha Cabcon and Insulation Limited","SME","30 to 33","GODHA","27-APR-2018","03-MAY-2018","30 to 33","11-MAY-2018"
"Aakash Exploration Services Limited","SME","53","AAKASH","17-APR-2018","19-APR-2018","56","29-SEP-2020"
"Mahickra Chemicals Limited","SME","Rs. 24 to Rs. 25","MAHICKRA","16-APR-2018","18-APR-2018","Rs. 24 to Rs. 25","26-APR-2018"
"Bombay Super Hybrid Seeds Limited","SME","92","BSHSL","12-APR-2018","17-APR-2018","60","28-OCT-2020"
"Power and Instrumentation (Gujarat) Limited","SME","33","PIGL","11-APR-2018","13-APR-2018","33","23-APR-2018"
"Vera Synthetic Limited","SME","40","VERA","28-MAR-2018","04-APR-2018","40","12-APR-2018"
"AVG Logistics Limited","SME","168","AVG","28-MAR-2018","03-APR-2018","105 to 107","12-MAY-2023"
"MMP Industries Limited","SME","105","MMP","28-MAR-2018","04-APR-2018","186 to 188","09-JAN-2020"
"S S Infrastructure Development Consultants Limited","SME","37 to 40","SSINFRA","28-MAR-2018","05-APR-2018","37 to 40","12-APR-2018"
"Soni Soya Products Limited","SME","25","SONISOYA","28-MAR-2018","04-APR-2018","25","12-APR-2018"
"Narmada Agrobase Limited","SME","22","NARMADA","28-MAR-2018","11-APR-2018","32","27-OCT-2022"
"Lemon Tree Hotels Limited","EQ","    56","LEMONTREE","26-MAR-2018","28-MAR-2018","Rs 54 to Rs 56","09-APR-2018"
"Penta Gold Limited","SME","37","PENTAGLTD","23-MAR-2018","27-MAR-2018","37","25-APR-2018"
"ICICI Securities Limited","EQ","   520","ISEC","22-MAR-2018","26-MAR-2018","Rs 519 to Rs 520","04-APR-2018"
"Mishra Dhatu Nigam Limited","EQ","    90","MIDHANI","21-MAR-2018","23-MAR-2018","Rs 87 to Rs 90","04-APR-2018"
"Continental Seeds and Chemicals Limited","SME","26","CONTI","21-MAR-2018","23-MAR-2018","26","04-APR-2018"
"Kapston Facilities Management Limited","SME","91","KAPSTON","21-MAR-2018","23-MAR-2018","92","27-MAY-2020"
"Sandhar Technologies Limited","EQ","   332","SANDHAR","19-MAR-2018","21-MAR-2018","Rs 327 to Rs 332","02-APR-2018"
"Mittal Life Style Limited","SME","103","MITTAL","19-MAR-2018","21-MAR-2018","21","29-APR-2020"
"Giriraj Civil Developers Limited","SME","100","GIRIRAJ","19-MAR-2018","21-MAR-2018","100","02-APR-2018"
"Karda Constructions Limited","EQ","   180","KARDA","16-MAR-2018","21-MAR-2018","Rs 175 to Rs 180","02-APR-2018"
"Hindustan Aeronautics Limited","EQ","  1215","HAL","16-MAR-2018","20-MAR-2018","Rs 1215 to Rs 1240","28-MAR-2018"
"Uravi T and Wedge Lamps Limited","SME","265","URAVI","16-MAR-2018","20-MAR-2018","100","05-JUL-2023"
"Bandhan Bank Limited","EQ","   375","BANDHANBNK","15-MAR-2018","19-MAR-2018","Rs 370 to Rs 375","27-MAR-2018"
"Bharat Dynamics Limited","EQ","   428","BDL","13-MAR-2018","15-MAR-2018","Rs 413 to Rs 428","23-MAR-2018"
"Tara Chand Logistic Solutions Limited","SME","55","TARACHAND","13-MAR-2018","15-MAR-2018","55","23-MAR-2018"
"Marvel Decor Limited","SME","57","MDL","12-MAR-2018","15-MAR-2018","57","23-MAR-2018"
"Macpower CNC Machines Limited","SME","50.35","MACPOWER","12-MAR-2018","14-MAR-2018","126 to 140","19-AUG-2020"
"Edelweiss Retail Finance Limited","N6","  1000","ERFLNCDI","07-MAR-2018","14-MAR-2018","Rs 1000","26-MAR-2018"
"Edelweiss Retail Finance Limited","N6","  1000","ERFLNCDI","07-MAR-2018","14-MAR-2018","Rs 1000","26-MAR-2018"
"Sarveshwar Foods Limited","SME","70","SARVESHWAR","05-MAR-2018","07-MAR-2018","83 to 85","08-DEC-2022"
"Uniinfo Telecom Services Limited","SME","43","UNIINFO","05-MAR-2018","07-MAR-2018","55","12-JAN-2022"
"H.G.Infra Engineering Limited","EQ","   270","HGINFRA","26-FEB-2018","28-FEB-2018","Rs 263 to Rs 270","09-MAR-2018"
"Hindcon Chemicals Limited","SME","39","HINDCON","26-FEB-2018","28-FEB-2018","28","05-JUL-2021"
"CKP Leisure Limited","SME","30","CKPLEISURE","21-FEB-2018","23-FEB-2018","30","06-MAR-2018"
"Aster DM Healthcare Limited","EQ","   190","ASTERDM","12-FEB-2018","15-FEB-2018","Rs 180 to Rs 190","26-FEB-2018"
"SREI Infrastructure Finance Limited","YC","  1000","SREINFRA","09-FEB-2018","07-MAR-2018","Rs 1000","21-MAR-2018"
"SREI Infrastructure Finance Limited","YC","  1000","SREINFRA","09-FEB-2018","07-MAR-2018","Rs 1000","21-MAR-2018"
"Arvee Laboratories India Limited","SME","61","ARVEE","09-FEB-2018","14-FEB-2018","61","22-FEB-2018"
"South West Pinnacle Exploration Limited","SME","78","SOUTHWEST","06-FEB-2018","08-FEB-2018","76 to 78","19-FEB-2018"
"Sintercom India Limited","SME","80","SINTERCOM","05-FEB-2018","07-FEB-2018","63 to 65","07-OCT-2020"
"Banka BioLoo Limited","SME","31.55","BANKA","05-FEB-2018","16-FEB-2018","115","29-OCT-2020"
"Mohini Health and Hygiene Limited","SME","42","MHHL","05-FEB-2018","07-FEB-2018","40 to 42","16-FEB-2018"
"Galaxy Surfactants Limited","EQ","  1480","GALAXYSURF","29-JAN-2018","31-JAN-2018","Rs 1470 to Rs 1480","08-FEB-2018"
"A and M Jumbo Bags  Limited","SME","65","AMJUMBO","29-JAN-2018","02-FEB-2018","-","12-FEB-2018"
"Vasa Retail and Overseas  Limited","SME","30","VASA","24-JAN-2018","29-JAN-2018","30","06-FEB-2018"
"Shree Ram Proteins Limited","SME","35.3","SRPL","23-JAN-2018","25-JAN-2018","27 to 31","23-SEP-2020"
"Solex Energy Limited","SME","1694","SOLEX","22-JAN-2018","25-JAN-2018","52","08-OCT-2025"
"Amber Enterprises India Limited","EQ","   859","AMBER","17-JAN-2018","19-JAN-2018","Rs 855 to Rs 859","30-JAN-2018"
"Newgen Software Technologies Limited","EQ","   245","NEWGEN","16-JAN-2018","18-JAN-2018","Rs 240 to Rs 245","29-JAN-2018"
"Apollo Micro Systems Limited","BE","   275","APOLLO","10-JAN-2018","12-JAN-2018","Rs 270 to Rs 275","22-JAN-2018"
"Apollo Micro Systems Limited","BE","   275","APOLLO","10-JAN-2018","12-JAN-2018","Rs 270 to Rs 275","22-JAN-2018"
"S K S Textiles Limited","SME","150","SKSTEXTILE","09-JAN-2018","11-JAN-2018","150","19-JAN-2018"
"Silly Monks Entertainment Limited","SME","25","SILLYMONKS","05-JAN-2018","10-JAN-2018","120","08-JUL-2020"
"Brand Concepts Limited","SME","46","BCONCEPTS","29-DEC-2017","02-JAN-2018","45","11-JAN-2022"
"Moksh Ornaments Limited","SME","64","MOKSH","21-DEC-2017","26-DEC-2017","37","21-MAY-2021"
"Ajooni Biotech Limited","SME","40","AJOONI","20-DEC-2017","22-DEC-2017","30","07-MAY-2021"
"Astron Paper & Board Mills Limited","EQ","    50","ASTRON","15-DEC-2017","20-DEC-2017","Rs 45 to Rs 50","29-DEC-2017"
"SMVD Poly Pack Limited","SME","55","SMVD","13-DEC-2017","15-DEC-2017","55","26-DEC-2017"
"One Point One Solutions Limited","SME","39.8","ONEPOINT","13-DEC-2017","15-DEC-2017","65 to 67","09-MAY-2019"
"Touchwood Entertainment Limited","SME","89","TOUCHWOOD","11-DEC-2017","13-DEC-2017","40","21-JAN-2020"
"Future Supply Chain Solutions Limited","EQ","   664","FSC","06-DEC-2017","08-DEC-2017","Rs 660 to Rs 664","18-DEC-2017"
"Shalby Limited","EQ","   248","SHALBY","05-DEC-2017","07-DEC-2017","Rs 245 to Rs 248","15-DEC-2017"
"Innovana Thinklabs Limited","SME","467","INNOVANA","29-NOV-2017","04-DEC-2017","70","17-DEC-2024"
"Ice Make Refrigeration Limited","SME","55","ICEMAKE","27-NOV-2017","30-NOV-2017","55 to 57","12-OCT-2020"
"Shradha Infraprojects (Nagpur) Limited","SME","34.3","SHRADHA","27-NOV-2017","30-NOV-2017","70","22-OCT-2020"
"Felix Industries Limited","SME","35","FELIX","23-NOV-2017","27-NOV-2017","35","05-DEC-2017"
"Zodiac Energy Limited","SME","30","ZODIAC","23-NOV-2017","27-NOV-2017","52","14-DEC-2021"
"Silver Touch Technologies limited","SME","213","SILVERTUC","20-NOV-2017","23-NOV-2017","121","12-MAY-2022"
"Vertoz Advertising Limited","SME","72","VERTOZ","14-NOV-2017","16-NOV-2017","108","14-MAY-2020"
"Pulz Electronics Limited","SME","54","PULZ","14-NOV-2017","16-NOV-2017","51 to 54","24-NOV-2017"
"ANI Integrated Services Limited","SME","100","AISL","08-NOV-2017","10-NOV-2017","100","20-NOV-2017"
"HDFC Standard Life Insurance Company Limited","EQ","   290","HDFCLIFE","07-NOV-2017","09-NOV-2017","Rs 275 to Rs 290","17-NOV-2017"
"Khadim India Limited","EQ","   750","KHADIM","02-NOV-2017","06-NOV-2017","Rs 745 to Rs 750","14-NOV-2017"
"The New India Assurance Company Limited","EQ","   800","NIACL","01-NOV-2017","03-NOV-2017","Rs 770 to Rs 800","13-NOV-2017"
"Secur Credentials Limited","SME","71.35","SECURCRED","01-NOV-2017","03-NOV-2017","205","17-OCT-2022"
"Mahindra Logistics Limited","EQ","   429","MAHLOG","31-OCT-2017","02-NOV-2017","Rs 425 to Rs 429","10-NOV-2017"
"Reliance Nippon Life Asset Management Limited","EQ","   252","RNAM","25-OCT-2017","27-OCT-2017","Rs 247 to Rs 252","06-NOV-2017"
"General Insurance Corporation Of India","EQ","   912","GICRE","11-OCT-2017","13-OCT-2017","Rs 855 to Rs 912","25-OCT-2017"
"Indian Energy Exchange Limited","EQ","  1650","IEX","09-OCT-2017","11-OCT-2017","Rs 1645 to Rs 1650","23-OCT-2017"
"D.P. Abhushan Limited","SME","28","DPABHUSHAN","09-OCT-2017","11-OCT-2017","28","23-OCT-2017"
"MAS Financial Services Limited","EQ","   459","MASFIN","06-OCT-2017","10-OCT-2017","Rs 456 to Rs 459","18-OCT-2017"
"Godrej Agrovet Limited","EQ","   460","GODREJAGRO","04-OCT-2017","06-OCT-2017","Rs 450 to Rs 460","16-OCT-2017"
"Tirupati  Forge Limited","SME","29","FORGE","29-SEP-2017","04-OCT-2017","29","12-OCT-2017"
"Beta  Drugs Limited","SME","85","BETA","29-SEP-2017","04-OCT-2017","85","12-OCT-2017"
"CMM Infraprojects Limited","SME","40","CMMIPL","29-SEP-2017","04-OCT-2017","40","12-OCT-2017"
